nombre_playa,ocupacion,fecha
Langosta,100,24/02/22
Langosta,280,24/02/22
Las Perlas,150,24/02/22
Las Perlas,45,24/02/22
Marlin,620,24/02/22
Marlin,650,24/02/22
Pez Volador,100,24/02/22
Pez Volador,195,24/02/22
Tortugas,0,24/02/22
Tortugas,265,24/02/22
Ballenas,110,25/02/22
Caracol,250,25/02/22
Chac-Mool,350,25/02/22
Del Niño,230,25/02/22
Delfines,2250,25/02/22
Gaviota Azul,1340,25/02/22
Langosta,500,25/02/22
Las Perlas,200,25/02/22
Marlin,1070,25/02/22
Pez Volador,350,25/02/22
Tortugas,330,25/02/22
Ballenas,220,26/02/22
Caracol,0,26/02/22
Chac-Mool,410,26/02/22
Del Niño,2500,26/02/22
Delfines,1770,26/02/22
Gaviota Azul,1520,26/02/22
Langosta,900,26/02/22
Las Perlas,360,26/02/22
Marlin,1400,26/02/22
Pez Volador,380,26/02/22
Tortugas,410,26/02/22
Ballenas,130,27/02/22
Caracol,500,27/02/22
Chac-Mool,190,27/02/22
Del Niño,930,27/02/22
Delfines,1180,27/02/22
Gaviota Azul,605,27/02/22
Langosta,365,27/02/22
Las Perlas,65,27/02/22
Marlin,400,27/02/22
Pez Volador,190,27/02/22
Tortugas,260,27/02/22
Ballenas,44,28/02/22
Ballenas,95,28/02/22
Caracol,500,28/02/22
Chac-Mool,110,28/02/22
Chac-Mool,800,28/02/22
Del Niño,350,28/02/22
Del Niño,330,28/02/22
Delfines,1040,28/02/22
Delfines,1380,28/02/22
Gaviota Azul,630,28/02/22
Gaviota Azul,840,28/02/22
Langosta,180,28/02/22
Langosta,175,28/02/22
Las Perlas,44,28/02/22
Las Perlas,380,28/02/22
Marlin,950,28/02/22
Pez Volador,125,28/02/22
Tortugas,230,28/02/22
Ballenas,290,01/03/22
Caracol,0,01/03/22
Chac-Mool,930,01/03/22
Del Niño,690,01/03/22
Delfines,850,01/03/22
Gaviota Azul,1230,01/03/22
Langosta,560,01/03/22
Las Perlas,165,01/03/22
Marlin,290,01/03/22
Pez Volador,210,01/03/22
Tortugas,240,01/03/22
Ballenas,55,02/03/22
Caracol,0,02/03/22
Chac-Mool,370,02/03/22
Del Niño,450,02/03/22
Delfines,1370,02/03/22
Gaviota Azul,680,02/03/22
Langosta,160,02/03/22
Las Perlas,85,02/03/22
Marlin,300,02/03/22
Pez Volador,165,02/03/22
Tortugas,0,02/03/22
Ballenas,360,03/03/22
Caracol,0,03/03/22
Chac-Mool,450,03/03/22
Del Niño,550,03/03/22
Delfines,740,03/03/22
Gaviota Azul,700,03/03/22
Langosta,120,03/03/22
Las Perlas,125,03/03/22
Marlin,480,03/03/22
Pez Volador,105,03/03/22
Tortugas,870,03/03/22
Ballenas,60,04/03/22
Caracol,0,04/03/22
Chac-Mool,250,04/03/22
Del Niño,800,04/03/22
Delfines,900,04/03/22
Gaviota Azul,800,04/03/22
Langosta,350,04/03/22
Las Perlas,100,04/03/22
Marlin,400,04/03/22
Pez Volador,0,04/03/22
Tortugas,320,04/03/22
Ballenas,80,05/03/22
Caracol,350,05/03/22
Chac-Mool,400,05/03/22
Del Niño,500,05/03/22
Delfines,1550,05/03/22
Gaviota Azul,1690,05/03/22
Langosta,440,05/03/22
Las Perlas,230,05/03/22
Marlin,1550,05/03/22
Pez Volador,230,05/03/22
Tortugas,380,05/03/22
Ballenas,180,06/03/22
Caracol,600,06/03/22
Chac-Mool,900,06/03/22
Del Niño,1500,06/03/22
Delfines,1720,06/03/22
Gaviota Azul,1900,06/03/22
Langosta,810,06/03/22
Las Perlas,650,06/03/22
Marlin,1235,06/03/22
Pez Volador,250,06/03/22
Tortugas,670,06/03/22
Ballenas,70,07/03/22
Caracol,0,07/03/22
Chac-Mool,200,07/03/22
Del Niño,715,07/03/22
Delfines,710,07/03/22
Gaviota Azul,870,07/03/22
Langosta,400,07/03/22
Las Perlas,95,07/03/22
Marlin,350,07/03/22
Pez Volador,180,07/03/22
Tortugas,0,07/03/22
Ballenas,77,08/03/22
Caracol,0,08/03/22
Chac-Mool,300,08/03/22
Del Niño,790,08/03/22
Delfines,980,08/03/22
Gaviota Azul,830,08/03/22
Langosta,295,08/03/22
Las Perlas,55,08/03/22
Marlin,240,08/03/22
Pez Volador,155,08/03/22
Tortugas,0,08/03/22
Ballenas,70,09/03/22
Caracol,0,09/03/22
Chac-Mool,220,09/03/22
Del Niño,500,09/03/22
Delfines,1000,09/03/22
Gaviota Azul,1600,09/03/22
Langosta,515,09/03/22
Las Perlas,70,09/03/22
Marlin,880,09/03/22
Pez Volador,140,09/03/22
Tortugas,0,09/03/22
Ballenas,280,10/03/22
Caracol,0,10/03/22
Chac-Mool,150,10/03/22
Del Niño,260,10/03/22
Delfines,1700,10/03/22
Gaviota Azul,1900,10/03/22
Langosta,440,10/03/22
Las Perlas,250,10/03/22
Marlin,450,10/03/22
Pez Volador,190,10/03/22
Tortugas,0,10/03/22
Ballenas,35,11/03/22
Caracol,0,11/03/22
Chac-Mool,450,11/03/22
Del Niño,250,11/03/22
Delfines,1642,11/03/22
Gaviota Azul,1700,11/03/22
Langosta,280,11/03/22
Las Perlas,150,11/03/22
Marlin,650,11/03/22
Pez Volador,0,11/03/22
Tortugas,315,11/03/22
Ballenas,135,12/03/22
Caracol,300,12/03/22
Chac-Mool,930,12/03/22
Del Niño,1500,12/03/22
Delfines,1050,12/03/22
Gaviota Azul,1350,12/03/22
Langosta,200,12/03/22
Las Perlas,220,12/03/22
Marlin,710,12/03/22
Pez Volador,210,12/03/22
Tortugas,260,12/03/22
Ballenas,50,13/03/22
Caracol,200,13/03/22
Chac-Mool,520,13/03/22
Del Niño,270,13/03/22
Delfines,710,13/03/22
Gaviota Azul,900,13/03/22
Langosta,70,13/03/22
Las Perlas,85,13/03/22
Marlin,165,13/03/22
Pez Volador,25,13/03/22
Tortugas,115,13/03/22
Ballenas,0,14/03/22
Caracol,0,14/03/22
Chac-Mool,310,14/03/22
Del Niño,340,14/03/22
Delfines,820,14/03/22
Gaviota Azul,1030,14/03/22
Langosta,350,14/03/22
Las Perlas,45,14/03/22
Marlin,250,14/03/22
Pez Volador,155,14/03/22
Tortugas,0,14/03/22
Ballenas,125,15/03/22
Caracol,0,15/03/22
Chac-Mool,168,15/03/22
Del Niño,350,15/03/22
Delfines,900,15/03/22
Gaviota Azul,880,15/03/22
Langosta,300,15/03/22
Las Perlas,66,15/03/22
Marlin,410,15/03/22
Pez Volador,155,15/03/22
Tortugas,305,15/03/22
Ballenas,105,16/03/22
Caracol,0,16/03/22
Chac-Mool,120,16/03/22
Del Niño,565,16/03/22
Delfines,800,16/03/22
Gaviota Azul,700,16/03/22
Langosta,200,16/03/22
Las Perlas,95,16/03/22
Marlin,400,16/03/22
Pez Volador,150,16/03/22
Tortugas,1030,16/03/22
Ballenas,44,17/03/22
Caracol,0,17/03/22
Chac-Mool,450,17/03/22
Del Niño,600,17/03/22
Delfines,940,17/03/22
Gaviota Azul,1180,17/03/22
Langosta,470,17/03/22
Las Perlas,80,17/03/22
Marlin,650,17/03/22
Pez Volador,155,17/03/22
Tortugas,0,17/03/22
Ballenas,75,18/03/22
Ballenas,180,18/03/22
Caracol,0,18/03/22
Caracol,0,18/03/22
Chac-Mool,150,18/03/22
Chac-Mool,2000,18/03/22
Del Niño,340,18/03/22
Del Niño,2800,18/03/22
Delfines,970,18/03/22
Delfines,1900,18/03/22
Gaviota Azul,1180,18/03/22
Gaviota Azul,5650,18/03/22
Langosta,700,18/03/22
Langosta,1210,18/03/22
Las Perlas,145,18/03/22
Las Perlas,480,18/03/22
Marlin,560,18/03/22
Marlin,1400,18/03/22
Pez Volador,0,18/03/22
Pez Volador,280,18/03/22
Tortugas,700,18/03/22
Tortugas,900,18/03/22
Ballenas,145,19/03/22
Ballenas,160,19/03/22
Caracol,397,19/03/22
Caracol,0,19/03/22
Chac-Mool,840,19/03/22
Chac-Mool,670,19/03/22
Del Niño,1100,19/03/22
Del Niño,150,19/03/22
Delfines,1250,19/03/22
Delfines,600,19/03/22
Gaviota Azul,800,19/03/22
Gaviota Azul,980,19/03/22
Langosta,250,19/03/22
Langosta,260,19/03/22
Las Perlas,380,19/03/22
Las Perlas,150,19/03/22
Marlin,800,19/03/22
Marlin,530,19/03/22
Pez Volador,170,19/03/22
Pez Volador,155,19/03/22
Tortugas,850,19/03/22
Tortugas,380,19/03/22
Ballenas,210,20/03/22
Ballenas,160,20/03/22
Caracol,0,20/03/22
Caracol,0,20/03/22
Chac-Mool,750,20/03/22
Chac-Mool,360,20/03/22
Del Niño,2400,20/03/22
Del Niño,335,20/03/22
Delfines,1870,20/03/22
Delfines,1450,20/03/22
Gaviota Azul,1600,20/03/22
Gaviota Azul,1550,20/03/22
Langosta,550,20/03/22
Langosta,90,20/03/22
Las Perlas,490,20/03/22
Las Perlas,105,20/03/22
Marlin,1100,20/03/22
Marlin,280,20/03/22
Pez Volador,290,20/03/22
Pez Volador,130,20/03/22
Tortugas,2780,20/03/22
Tortugas,500,20/03/22
Ballenas,55,21/03/22
Ballenas,250,21/03/22
Caracol,0,21/03/22
Caracol,260,21/03/22
Chac-Mool,330,21/03/22
Chac-Mool,180,21/03/22
Del Niño,4200,21/03/22
Del Niño,350,21/03/22
Delfines,4370,21/03/22
Delfines,1050,21/03/22
Gaviota Azul,4700,21/03/22
Gaviota Azul,630,21/03/22
Langosta,510,21/03/22
Langosta,280,21/03/22
Las Perlas,230,21/03/22
Las Perlas,100,21/03/22
Marlin,540,21/03/22
Marlin,370,21/03/22
Pez Volador,270,21/03/22
Pez Volador,190,21/03/22
Tortugas,0,21/03/22
Tortugas,350,21/03/22
Ballenas,55,22/03/22
Ballenas,120,22/03/22
Caracol,0,22/03/22
Caracol,0,22/03/22
Chac-Mool,300,22/03/22
Chac-Mool,130,22/03/22
Del Niño,760,22/03/22
Del Niño,310,22/03/22
Delfines,780,22/03/22
Delfines,3600,22/03/22
Gaviota Azul,780,22/03/22
Gaviota Azul,1400,22/03/22
Langosta,170,22/03/22
Langosta,330,22/03/22
Las Perlas,160,22/03/22
Las Perlas,180,22/03/22
Marlin,620,22/03/22
Marlin,400,22/03/22
Pez Volador,120,22/03/22
Pez Volador,270,22/03/22
Tortugas,700,22/03/22
Tortugas,0,22/03/22
Ballenas,55,23/03/22
Ballenas,130,23/03/22
Caracol,0,23/03/22
Caracol,720,23/03/22
Chac-Mool,350,23/03/22
Chac-Mool,410,23/03/22
Del Niño,760,23/03/22
Del Niño,880,23/03/22
Delfines,1150,23/03/22
Delfines,2800,23/03/22
Gaviota Azul,750,23/03/22
Gaviota Azul,2480,23/03/22
Langosta,280,23/03/22
Langosta,350,23/03/22
Las Perlas,80,23/03/22
Las Perlas,220,23/03/22
Marlin,220,23/03/22
Marlin,1480,23/03/22
Pez Volador,160,23/03/22
Pez Volador,0,23/03/22
Tortugas,0,23/03/22
Tortugas,635,23/03/22
Ballenas,37,24/03/22
Ballenas,130,24/03/22
Ballenas,160,24/03/22
Caracol,0,24/03/22
Caracol,0,24/03/22
Caracol,960,24/03/22
Chac-Mool,400,24/03/22
Chac-Mool,890,24/03/22
Chac-Mool,690,24/03/22
Del Niño,800,24/03/22
Del Niño,385,24/03/22
Del Niño,1700,24/03/22
Delfines,800,24/03/22
Delfines,1010,24/03/22
Delfines,3200,24/03/22
Gaviota Azul,1000,24/03/22
Gaviota Azul,1400,24/03/22
Gaviota Azul,4000,24/03/22
Langosta,640,24/03/22
Langosta,450,24/03/22
Langosta,1200,24/03/22
Las Perlas,70,24/03/22
Las Perlas,200,24/03/22
Las Perlas,260,24/03/22
Marlin,600,24/03/22
Marlin,450,24/03/22
Marlin,2845,24/03/22
Pez Volador,250,24/03/22
Pez Volador,350,24/03/22
Pez Volador,390,24/03/22
Tortugas,840,24/03/22
Tortugas,170,24/03/22
Tortugas,1380,24/03/22
Ballenas,60,25/03/22
Ballenas,150,25/03/22
Caracol,0,25/03/22
Caracol,610,25/03/22
Chac-Mool,210,25/03/22
Chac-Mool,323,25/03/22
Del Niño,270,25/03/22
Del Niño,420,25/03/22
Delfines,1200,25/03/22
Delfines,1300,25/03/22
Gaviota Azul,870,25/03/22
Gaviota Azul,700,25/03/22
Langosta,385,25/03/22
Langosta,600,25/03/22
Las Perlas,155,25/03/22
Las Perlas,600,25/03/22
Marlin,390,25/03/22
Marlin,700,25/03/22
Pez Volador,290,25/03/22
Pez Volador,0,25/03/22
Tortugas,100,25/03/22
Tortugas,380,25/03/22
Ballenas,60,26/03/22
Ballenas,220,26/03/22
Caracol,0,26/03/22
Caracol,820,26/03/22
Chac-Mool,700,26/03/22
Chac-Mool,570,26/03/22
Del Niño,750,26/03/22
Del Niño,720,26/03/22
Delfines,1320,26/03/22
Delfines,2250,26/03/22
Gaviota Azul,800,26/03/22
Gaviota Azul,1200,26/03/22
Langosta,210,26/03/22
Langosta,990,26/03/22
Las Perlas,510,26/03/22
Las Perlas,330,26/03/22
Marlin,500,26/03/22
Marlin,1250,26/03/22
Pez Volador,160,26/03/22
Pez Volador,480,26/03/22
Tortugas,530,26/03/22
Tortugas,405,26/03/22
Ballenas,95,27/03/22
Ballenas,130,27/03/22
Caracol,0,27/03/22
Caracol,560,27/03/22
Chac-Mool,300,27/03/22
Chac-Mool,110,27/03/22
Del Niño,3120,27/03/22
Del Niño,500,27/03/22
Delfines,1450,27/03/22
Delfines,1430,27/03/22
Gaviota Azul,1740,27/03/22
Gaviota Azul,650,27/03/22
Langosta,320,27/03/22
Langosta,290,27/03/22
Las Perlas,650,27/03/22
Las Perlas,50,27/03/22
Marlin,1400,27/03/22
Marlin,360,27/03/22
Pez Volador,190,27/03/22
Pez Volador,170,27/03/22
Tortugas,1150,27/03/22
Tortugas,210,27/03/22
Ballenas,55,28/03/22
Ballenas,110,28/03/22
Caracol,300,28/03/22
Caracol,170,28/03/22
Chac-Mool,250,28/03/22
Chac-Mool,550,28/03/22
Del Niño,350,28/03/22
Del Niño,240,28/03/22
Delfines,940,28/03/22
Delfines,1050,28/03/22
Gaviota Azul,800,28/03/22
Gaviota Azul,800,28/03/22
Langosta,650,28/03/22
Langosta,280,28/03/22
Las Perlas,530,28/03/22
Las Perlas,60,28/03/22
Marlin,370,28/03/22
Marlin,455,28/03/22
Pez Volador,155,28/03/22
Pez Volador,210,28/03/22
Tortugas,390,28/03/22
Tortugas,310,28/03/22
Ballenas,200,29/03/22
Caracol,0,29/03/22
Chac-Mool,650,29/03/22
Del Niño,310,29/03/22
Delfines,1000,29/03/22
Gaviota Azul,1000,29/03/22
Langosta,450,29/03/22
Las Perlas,180,29/03/22
Marlin,280,29/03/22
Pez Volador,250,29/03/22
Tortugas,260,29/03/22
Ballenas,105,30/03/22
Caracol,480,30/03/22
Chac-Mool,220,30/03/22
Del Niño,110,30/03/22
Delfines,820,30/03/22
Gaviota Azul,1250,30/03/22
Langosta,300,30/03/22
Las Perlas,200,30/03/22
Marlin,395,30/03/22
Pez Volador,240,30/03/22
Tortugas,210,30/03/22
Ballenas,50,01/04/22
Caracol,230,01/04/22
Chac-Mool,500,01/04/22
Del Niño,250,01/04/22
Delfines,900,01/04/22
Gaviota Azul,870,01/04/22
Langosta,360,01/04/22
Las Perlas,170,01/04/22
Marlin,250,01/04/22
Pez Volador,150,01/04/22
Tortugas,220,01/04/22
Ballenas,60,02/04/22
Caracol,300,02/04/22
Chac-Mool,160,02/04/22
Del Niño,800,02/04/22
Delfines,4020,02/04/22
Gaviota Azul,700,02/04/22
Langosta,205,02/04/22
Las Perlas,200,02/04/22
Marlin,1100,02/04/22
Pez Volador,190,02/04/22
Tortugas,205,02/04/22
Ballenas,90,03/04/22
Caracol,623,03/04/22
Chac-Mool,250,03/04/22
Del Niño,1900,03/04/22
Delfines,5200,03/04/22
Gaviota Azul,1550,03/04/22
Langosta,885,03/04/22
Las Perlas,470,03/04/22
Marlin,1150,03/04/22
Pez Volador,320,03/04/22
Tortugas,255,03/04/22
Ballenas,55,04/04/22
Caracol,245,04/04/22
Chac-Mool,100,04/04/22
Del Niño,320,04/04/22
Delfines,1050,04/04/22
Gaviota Azul,1590,04/04/22
Langosta,150,04/04/22
Las Perlas,90,04/04/22
Marlin,420,04/04/22
Pez Volador,115,04/04/22
Tortugas,180,04/04/22
Ballenas,45,05/04/22
Caracol,810,05/04/22
Chac-Mool,100,05/04/22
Del Niño,185,05/04/22
Delfines,950,05/04/22
Gaviota Azul,480,05/04/22
Langosta,310,05/04/22
Las Perlas,140,05/04/22
Marlin,250,05/04/22
Pez Volador,155,05/04/22
Tortugas,210,05/04/22
Ballenas,35,06/04/22
Caracol,210,06/04/22
Chac-Mool,270,06/04/22
Del Niño,550,06/04/22
Delfines,750,06/04/22
Gaviota Azul,700,06/04/22
Langosta,300,06/04/22
Las Perlas,90,06/04/22
Marlin,530,06/04/22
Pez Volador,140,06/04/22
Tortugas,210,06/04/22
Ballenas,43,07/04/22
Caracol,95,07/04/22
Chac-Mool,570,07/04/22
Del Niño,400,07/04/22
Delfines,1050,07/04/22
Gaviota Azul,700,07/04/22
Langosta,350,07/04/22
Las Perlas,85,07/04/22
Marlin,630,07/04/22
Pez Volador,175,07/04/22
Tortugas,195,07/04/22
Ballenas,45,08/04/22
Caracol,25,08/04/22
Chac-Mool,30,08/04/22
Del Niño,50,08/04/22
Delfines,190,08/04/22
Gaviota Azul,205,08/04/22
Langosta,82,08/04/22
Las Perlas,30,08/04/22
Marlin,370,08/04/22
Pez Volador,34,08/04/22
Tortugas,55,08/04/22
Ballenas,220,09/04/22
Caracol,780,09/04/22
Chac-Mool,500,09/04/22
Del Niño,310,09/04/22
Delfines,1190,09/04/22
Gaviota Azul,1350,09/04/22
Langosta,320,09/04/22
Las Perlas,170,09/04/22
Marlin,1100,09/04/22
Pez Volador,190,09/04/22
Tortugas,190,09/04/22
Ballenas,180,10/04/22
Caracol,450,10/04/22
Chac-Mool,340,10/04/22
Del Niño,1100,10/04/22
Delfines,1850,10/04/22
Gaviota Azul,1870,10/04/22
Langosta,780,10/04/22
Las Perlas,265,10/04/22
Marlin,1320,10/04/22
Pez Volador,240,10/04/22
Tortugas,365,10/04/22
Ballenas,65,11/04/22
Caracol,305,11/04/22
Chac-Mool,420,11/04/22
Del Niño,470,11/04/22
Delfines,1200,11/04/22
Gaviota Azul,910,11/04/22
Langosta,230,11/04/22
Las Perlas,180,11/04/22
Marlin,350,11/04/22
Pez Volador,248,11/04/22
Tortugas,620,11/04/22
Ballenas,90,12/04/22
Caracol,0,12/04/22
Chac-Mool,210,12/04/22
Del Niño,1600,12/04/22
Delfines,1100,12/04/22
Gaviota Azul,1150,12/04/22
Langosta,430,12/04/22
Las Perlas,160,12/04/22
Marlin,1960,12/04/22
Pez Volador,145,12/04/22
Tortugas,405,12/04/22
Ballenas,70,13/04/22
Caracol,490,13/04/22
Chac-Mool,780,13/04/22
Del Niño,600,13/04/22
Delfines,1240,13/04/22
Gaviota Azul,1450,13/04/22
Langosta,550,13/04/22
Las Perlas,190,13/04/22
Marlin,575,13/04/22
Pez Volador,255,13/04/22
Tortugas,320,13/04/22
Ballenas,47,14/04/22
Caracol,350,14/04/22
Chac-Mool,720,14/04/22
Del Niño,2180,14/04/22
Delfines,1480,14/04/22
Gaviota Azul,1930,14/04/22
Langosta,850,14/04/22
Las Perlas,280,14/04/22
Marlin,1550,14/04/22
Pez Volador,310,14/04/22
Tortugas,345,14/04/22
Ballenas,230,15/04/22
Caracol,1330,15/04/22
Chac-Mool,320,15/04/22
Del Niño,1900,15/04/22
Delfines,3150,15/04/22
Gaviota Azul,2300,15/04/22
Langosta,1000,15/04/22
Las Perlas,340,15/04/22
Marlin,800,15/04/22
Pez Volador,340,15/04/22
Tortugas,450,15/04/22
Ballenas,220,16/04/22
Caracol,2250,16/04/22
Chac-Mool,350,16/04/22
Del Niño,6000,16/04/22
Delfines,3900,16/04/22
Gaviota Azul,2400,16/04/22
Langosta,1050,16/04/22
Las Perlas,240,16/04/22
Marlin,1000,16/04/22
Pez Volador,320,16/04/22
Tortugas,525,16/04/22
Ballenas,175,17/04/22
Caracol,1650,17/04/22
Chac-Mool,250,17/04/22
Del Niño,4800,17/04/22
Delfines,3000,17/04/22
Gaviota Azul,2360,17/04/22
Langosta,1050,17/04/22
Las Perlas,300,17/04/22
Marlin,1100,17/04/22
Pez Volador,350,17/04/22
Tortugas,930,17/04/22
Ballenas,130,18/04/22
Caracol,400,18/04/22
Chac-Mool,200,18/04/22
Del Niño,950,18/04/22
Delfines,1640,18/04/22
Gaviota Azul,1000,18/04/22
Langosta,310,18/04/22
Las Perlas,190,18/04/22
Marlin,500,18/04/22
Pez Volador,250,18/04/22
Tortugas,640,18/04/22
Ballenas,37,19/04/22
Caracol,225,19/04/22
Chac-Mool,260,19/04/22
Del Niño,820,19/04/22
Delfines,1380,19/04/22
Gaviota Azul,740,19/04/22
Langosta,500,19/04/22
Las Perlas,195,19/04/22
Marlin,300,19/04/22
Pez Volador,270,19/04/22
Tortugas,270,19/04/22
Ballenas,75,20/04/22
Caracol,0,20/04/22
Chac-Mool,137,20/04/22
Del Niño,1070,20/04/22
Delfines,1140,20/04/22
Gaviota Azul,1580,20/04/22
Langosta,300,20/04/22
Las Perlas,180,20/04/22
Marlin,550,20/04/22
Pez Volador,250,20/04/22
Tortugas,270,20/04/22
Ballenas,45,21/04/22
Ballenas,90,21/04/22
Caracol,770,21/04/22
Caracol,210,21/04/22
Chac-Mool,900,21/04/22
Chac-Mool,608,21/04/22
Del Niño,700,21/04/22
Del Niño,500,21/04/22
Delfines,1420,21/04/22
Delfines,640,21/04/22
Gaviota Azul,850,21/04/22
Gaviota Azul,600,21/04/22
Langosta,250,21/04/22
Langosta,180,21/04/22
Las Perlas,240,21/04/22
Las Perlas,130,21/04/22
Marlin,710,21/04/22
Marlin,400,21/04/22
Pez Volador,200,21/04/22
Pez Volador,160,21/04/22
Tortugas,220,21/04/22
Tortugas,145,21/04/22
Ballenas,80,22/04/22
Ballenas,160,22/04/22
Caracol,280,22/04/22
Caracol,210,22/04/22
Chac-Mool,650,22/04/22
Chac-Mool,450,22/04/22
Del Niño,740,22/04/22
Del Niño,940,22/04/22
Delfines,1350,22/04/22
Delfines,1200,22/04/22
Gaviota Azul,1450,22/04/22
Gaviota Azul,590,22/04/22
Langosta,350,22/04/22
Langosta,160,22/04/22
Las Perlas,200,22/04/22
Las Perlas,250,22/04/22
Marlin,220,22/04/22
Marlin,650,22/04/22
Pez Volador,150,22/04/22
Pez Volador,60,22/04/22
Tortugas,215,22/04/22
Tortugas,320,22/04/22
Ballenas,85,23/04/22
Ballenas,220,23/04/22
Caracol,555,23/04/22
Caracol,470,23/04/22
Chac-Mool,850,23/04/22
Chac-Mool,500,23/04/22
Del Niño,210,23/04/22
Del Niño,2850,23/04/22
Delfines,1000,23/04/22
Delfines,2850,23/04/22
Gaviota Azul,1800,23/04/22
Gaviota Azul,2350,23/04/22
Langosta,305,23/04/22
Langosta,650,23/04/22
Las Perlas,220,23/04/22
Las Perlas,250,23/04/22
Marlin,600,23/04/22
Marlin,1490,23/04/22
Pez Volador,230,23/04/22
Pez Volador,280,23/04/22
Tortugas,230,23/04/22
Tortugas,410,23/04/22
Ballenas,70,24/04/22
Ballenas,85,24/04/22
Caracol,530,24/04/22
Caracol,160,24/04/22
Chac-Mool,1000,24/04/22
Chac-Mool,140,24/04/22
Del Niño,850,24/04/22
Del Niño,265,24/04/22
Delfines,1750,24/04/22
Delfines,1080,24/04/22
Gaviota Azul,1800,24/04/22
Gaviota Azul,165,24/04/22
Langosta,1010,24/04/22
Langosta,280,24/04/22
Las Perlas,137,24/04/22
Las Perlas,190,24/04/22
Marlin,1200,24/04/22
Marlin,240,24/04/22
Pez Volador,240,24/04/22
Pez Volador,180,24/04/22
Tortugas,510,24/04/22
Tortugas,140,24/04/22
Ballenas,60,25/04/22
Ballenas,55,25/04/22
Ballenas,110,25/04/22
Caracol,0,25/04/22
Caracol,200,25/04/22
Caracol,250,25/04/22
Chac-Mool,190,25/04/22
Chac-Mool,90,25/04/22
Chac-Mool,260,25/04/22
Del Niño,340,25/04/22
Del Niño,200,25/04/22
Del Niño,630,25/04/22
Delfines,1000,25/04/22
Delfines,1150,25/04/22
Delfines,1300,25/04/22
Gaviota Azul,800,25/04/22
Gaviota Azul,440,25/04/22
Gaviota Azul,415,25/04/22
Langosta,62,25/04/22
Langosta,230,25/04/22
Langosta,1050,25/04/22
Las Perlas,60,25/04/22
Las Perlas,130,25/04/22
Las Perlas,245,25/04/22
Marlin,350,25/04/22
Marlin,290,25/04/22
Marlin,300,25/04/22
Pez Volador,47,25/04/22
Pez Volador,190,25/04/22
Pez Volador,350,25/04/22
Tortugas,240,25/04/22
Tortugas,345,25/04/22
Tortugas,320,25/04/22
Ballenas,60,26/04/22
Ballenas,40,26/04/22
Ballenas,80,26/04/22
Caracol,0,26/04/22
Caracol,151,26/04/22
Caracol,320,26/04/22
Chac-Mool,680,26/04/22
Chac-Mool,350,26/04/22
Chac-Mool,310,26/04/22
Del Niño,665,26/04/22
Del Niño,230,26/04/22
Del Niño,470,26/04/22
Delfines,1500,26/04/22
Delfines,1480,26/04/22
Delfines,830,26/04/22
Gaviota Azul,600,26/04/22
Gaviota Azul,780,26/04/22
Gaviota Azul,345,26/04/22
Langosta,180,26/04/22
Langosta,150,26/04/22
Langosta,450,26/04/22
Las Perlas,210,26/04/22
Las Perlas,77,26/04/22
Las Perlas,400,26/04/22
Marlin,740,26/04/22
Marlin,520,26/04/22
Marlin,340,26/04/22
Pez Volador,195,26/04/22
Pez Volador,125,26/04/22
Pez Volador,270,26/04/22
Tortugas,775,26/04/22
Tortugas,135,26/04/22
Tortugas,345,26/04/22
Ballenas,95,27/04/22
Ballenas,35,27/04/22
Ballenas,120,27/04/22
Caracol,550,27/04/22
Caracol,400,27/04/22
Caracol,240,27/04/22
Chac-Mool,1030,27/04/22
Chac-Mool,290,27/04/22
Chac-Mool,110,27/04/22
Del Niño,2720,27/04/22
Del Niño,350,27/04/22
Del Niño,350,27/04/22
Delfines,1550,27/04/22
Delfines,710,27/04/22
Delfines,1600,27/04/22
Gaviota Azul,1450,27/04/22
Gaviota Azul,400,27/04/22
Gaviota Azul,210,27/04/22
Langosta,330,27/04/22
Langosta,117,27/04/22
Langosta,470,27/04/22
Las Perlas,220,27/04/22
Las Perlas,52,27/04/22
Las Perlas,170,27/04/22
Marlin,2450,27/04/22
Marlin,125,27/04/22
Marlin,350,27/04/22
Pez Volador,190,27/04/22
Pez Volador,125,27/04/22
Pez Volador,280,27/04/22
Tortugas,840,27/04/22
Tortugas,115,27/04/22
Tortugas,130,27/04/22
Ballenas,105,28/04/22
Ballenas,50,28/04/22
Caracol,0,28/04/22
Caracol,0,28/04/22
Chac-Mool,685,28/04/22
Chac-Mool,350,28/04/22
Del Niño,450,28/04/22
Del Niño,860,28/04/22
Delfines,730,28/04/22
Delfines,510,28/04/22
Gaviota Azul,970,28/04/22
Gaviota Azul,650,28/04/22
Langosta,375,28/04/22
Langosta,970,28/04/22
Las Perlas,40,28/04/22
Las Perlas,58,28/04/22
Marlin,2450,28/04/22
Marlin,250,28/04/22
Pez Volador,260,28/04/22
Pez Volador,115,28/04/22
Tortugas,0,28/04/22
Tortugas,135,28/04/22
Ballenas,40,29/04/22
Caracol,0,29/04/22
Chac-Mool,500,29/04/22
Del Niño,225,29/04/22
Delfines,2140,29/04/22
Gaviota Azul,1080,29/04/22
Langosta,225,29/04/22
Las Perlas,310,29/04/22
Marlin,400,29/04/22
Pez Volador,210,29/04/22
Tortugas,0,29/04/22
Ballenas,55,30/04/22
Caracol,0,30/04/22
Chac-Mool,250,30/04/22
Del Niño,190,30/04/22
Delfines,1240,30/04/22
