nombre_playa,ocupacion,fecha
Del Niño,200,15/06/24
Delfines,2100,15/06/24
Gaviota Azul,750,15/06/24
Langosta,200,15/06/24
Las Perlas,70,15/06/24
Marlin,120,15/06/24
Pez Volador,0,15/06/24
Tortugas,380,15/06/24
Ballenas,100,16/06/24
Caracol,225,16/06/24
Chac-Mool,285,16/06/24
Del Niño,500,16/06/24
Delfines,1200,16/06/24
Gaviota Azul,950,16/06/24
Langosta,270,16/06/24
Las Perlas,95,16/06/24
Marlin,445,16/06/24
Pez Volador,0,16/06/24
Tortugas,340,16/06/24
Ballenas,86,17/06/24
Caracol,0,17/06/24
Chac-Mool,110,17/06/24
Del Niño,52,17/06/24
Delfines,180,17/06/24
Gaviota Azul,240,17/06/24
Langosta,92,17/06/24
Las Perlas,43,17/06/24
Marlin,50,17/06/24
Pez Volador,0,17/06/24
Tortugas,175,17/06/24
Ballenas,60,18/06/24
Caracol,0,18/06/24
Chac-Mool,170,18/06/24
Del Niño,67,18/06/24
Delfines,650,18/06/24
Gaviota Azul,230,18/06/24
Langosta,75,18/06/24
Las Perlas,70,18/06/24
Marlin,90,18/06/24
Pez Volador,0,18/06/24
Tortugas,125,18/06/24
Ballenas,100,19/06/24
Caracol,0,19/06/24
Chac-Mool,178,19/06/24
Del Niño,140,19/06/24
Delfines,1300,19/06/24
Gaviota Azul,50,19/06/24
Langosta,170,19/06/24
Las Perlas,51,19/06/24
Marlin,86,19/06/24
Pez Volador,0,19/06/24
Tortugas,0,19/06/24
Ballenas,100,20/06/24
Caracol,0,20/06/24
Chac-Mool,105,20/06/24
Del Niño,45,20/06/24
Delfines,850,20/06/24
Gaviota Azul,700,20/06/24
Langosta,220,20/06/24
Las Perlas,160,20/06/24
Marlin,130,20/06/24
Pez Volador,0,20/06/24
Tortugas,125,20/06/24
Ballenas,47,21/06/24
Caracol,0,21/06/24
Chac-Mool,45,21/06/24
Del Niño,9,21/06/24
Delfines,150,21/06/24
Gaviota Azul,32,21/06/24
Langosta,35,21/06/24
Las Perlas,27,21/06/24
Marlin,40,21/06/24
Pez Volador,0,21/06/24
Tortugas,85,21/06/24
Ballenas,57,22/06/24
Caracol,65,22/06/24
Chac-Mool,263,22/06/24
Del Niño,135,22/06/24
Delfines,920,22/06/24
Gaviota Azul,800,22/06/24
Langosta,250,22/06/24
Las Perlas,36,22/06/24
Marlin,220,22/06/24
Pez Volador,0,22/06/24
Tortugas,175,22/06/24
Ballenas,40,23/06/24
Caracol,20,23/06/24
Chac-Mool,36,23/06/24
Del Niño,15,23/06/24
Delfines,120,23/06/24
Gaviota Azul,400,23/06/24
Langosta,15,23/06/24
Las Perlas,27,23/06/24
Marlin,65,23/06/24
Pez Volador,0,23/06/24
Tortugas,145,23/06/24
Ballenas,150,24/06/24
Caracol,0,24/06/24
Chac-Mool,140,24/06/24
Del Niño,115,24/06/24
Delfines,1350,24/06/24
Gaviota Azul,1570,24/06/24
Langosta,150,24/06/24
Las Perlas,50,24/06/24
Marlin,260,24/06/24
Pez Volador,0,24/06/24
Tortugas,315,24/06/24
Ballenas,140,25/06/24
Caracol,0,25/06/24
Chac-Mool,535,25/06/24
Del Niño,300,25/06/24
Delfines,1500,25/06/24
Gaviota Azul,850,25/06/24
Langosta,265,25/06/24
Las Perlas,115,25/06/24
Marlin,600,25/06/24
Pez Volador,0,25/06/24
Tortugas,135,25/06/24
Ballenas,240,26/06/24
Caracol,0,26/06/24
Chac-Mool,220,26/06/24
Del Niño,385,26/06/24
Delfines,1050,26/06/24
Gaviota Azul,750,26/06/24
Langosta,315,26/06/24
Las Perlas,205,26/06/24
Marlin,500,26/06/24
Pez Volador,0,26/06/24
Tortugas,200,26/06/24
Ballenas,100,27/06/24
Ballenas,130,27/06/24
Caracol,200,27/06/24
Caracol,0,27/06/24
Chac-Mool,290,27/06/24
Chac-Mool,160,27/06/24
Del Niño,580,27/06/24
Del Niño,360,27/06/24
Delfines,1100,27/06/24
Delfines,1300,27/06/24
Gaviota Azul,620,27/06/24
Gaviota Azul,1050,27/06/24
Langosta,300,27/06/24
Langosta,180,27/06/24
Las Perlas,130,27/06/24
Las Perlas,160,27/06/24
Marlin,390,27/06/24
Marlin,320,27/06/24
Pez Volador,0,27/06/24
Pez Volador,0,27/06/24
Tortugas,700,27/06/24
Tortugas,0,27/06/24
Ballenas,110,28/06/24
Ballenas,160,28/06/24
Caracol,0,28/06/24
Caracol,0,28/06/24
Chac-Mool,200,28/06/24
Chac-Mool,300,28/06/24
Del Niño,750,28/06/24
Del Niño,225,28/06/24
Delfines,1300,28/06/24
Delfines,1200,28/06/24
Gaviota Azul,700,28/06/24
Gaviota Azul,750,28/06/24
Langosta,310,28/06/24
Langosta,420,28/06/24
Las Perlas,140,28/06/24
Las Perlas,265,28/06/24
Marlin,187,28/06/24
Marlin,360,28/06/24
Pez Volador,0,28/06/24
Pez Volador,0,28/06/24
Tortugas,1130,28/06/24
Tortugas,250,28/06/24
Ballenas,80,29/06/24
Ballenas,57,29/06/24
Caracol,140,29/06/24
Caracol,100,29/06/24
Chac-Mool,500,29/06/24
Chac-Mool,15,29/06/24
Del Niño,550,29/06/24
Del Niño,65,29/06/24
Delfines,2450,29/06/24
Delfines,470,29/06/24
Gaviota Azul,550,29/06/24
Gaviota Azul,750,29/06/24
Langosta,120,29/06/24
Langosta,190,29/06/24
Las Perlas,70,29/06/24
Las Perlas,16,29/06/24
Marlin,230,29/06/24
Marlin,61,29/06/24
Pez Volador,0,29/06/24
Pez Volador,0,29/06/24
Tortugas,495,29/06/24
Tortugas,40,29/06/24
Ballenas,115,30/06/24
Ballenas,167,30/06/24
Caracol,220,30/06/24
Caracol,400,30/06/24
Chac-Mool,115,30/06/24
Chac-Mool,110,30/06/24
Del Niño,450,30/06/24
Del Niño,470,30/06/24
Delfines,1250,30/06/24
Delfines,1300,30/06/24
Gaviota Azul,1200,30/06/24
Gaviota Azul,750,30/06/24
Langosta,340,30/06/24
Langosta,242,30/06/24
Las Perlas,240,30/06/24
Las Perlas,100,30/06/24
Marlin,400,30/06/24
Marlin,300,30/06/24
Pez Volador,0,30/06/24
Pez Volador,0,30/06/24
Tortugas,500,30/06/24
Tortugas,520,30/06/24
Ballenas,130,01/07/24
Caracol,0,01/07/24
Chac-Mool,160,01/07/24
Del Niño,500,01/07/24
Delfines,2130,01/07/24
Gaviota Azul,630,01/07/24
Langosta,310,01/07/24
Las Perlas,75,01/07/24
Marlin,480,01/07/24
Pez Volador,0,01/07/24
Tortugas,450,01/07/24
Ballenas,180,02/07/24
Caracol,0,02/07/24
Chac-Mool,300,02/07/24
Del Niño,460,02/07/24
Delfines,1500,02/07/24
Gaviota Azul,750,02/07/24
Langosta,275,02/07/24
Las Perlas,86,02/07/24
Marlin,343,02/07/24
Pez Volador,0,02/07/24
Tortugas,280,02/07/24
Ballenas,130,03/07/24
Caracol,0,03/07/24
Chac-Mool,235,03/07/24
Del Niño,295,03/07/24
Delfines,1200,03/07/24
Gaviota Azul,1590,03/07/24
Langosta,210,03/07/24
Las Perlas,60,03/07/24
Marlin,400,03/07/24
Pez Volador,0,03/07/24
Tortugas,70,03/07/24
Ballenas,30,04/07/24
Caracol,0,04/07/24
Chac-Mool,130,04/07/24
Del Niño,85,04/07/24
Delfines,980,04/07/24
Gaviota Azul,340,04/07/24
Langosta,120,04/07/24
Las Perlas,24,04/07/24
Marlin,190,04/07/24
Pez Volador,0,04/07/24
Tortugas,35,04/07/24
Ballenas,0,05/07/24
Caracol,0,05/07/24
Chac-Mool,15,05/07/24
Del Niño,250,05/07/24
Delfines,250,05/07/24
Gaviota Azul,29,05/07/24
Langosta,50,05/07/24
Las Perlas,0,05/07/24
Marlin,39,05/07/24
Pez Volador,0,05/07/24
Tortugas,30,05/07/24
Ballenas,170,06/07/24
Caracol,190,06/07/24
Chac-Mool,250,06/07/24
Del Niño,350,06/07/24
Delfines,1500,06/07/24
Gaviota Azul,2330,06/07/24
Langosta,240,06/07/24
Las Perlas,380,06/07/24
Marlin,1380,06/07/24
Pez Volador,0,06/07/24
Tortugas,650,06/07/24
Ballenas,160,07/07/24
Caracol,850,07/07/24
Chac-Mool,390,07/07/24
Del Niño,500,07/07/24
Delfines,1700,07/07/24
Gaviota Azul,680,07/07/24
Langosta,290,07/07/24
Las Perlas,450,07/07/24
Marlin,1700,07/07/24
Pez Volador,0,07/07/24
Tortugas,750,07/07/24
Ballenas,90,08/07/24
Caracol,0,08/07/24
Chac-Mool,370,08/07/24
Del Niño,85,08/07/24
Delfines,1000,08/07/24
Gaviota Azul,740,08/07/24
Langosta,140,08/07/24
Las Perlas,240,08/07/24
Marlin,180,08/07/24
Pez Volador,0,08/07/24
Tortugas,250,08/07/24
Ballenas,89,09/07/24
Caracol,0,09/07/24
Chac-Mool,350,09/07/24
Del Niño,280,09/07/24
Delfines,1800,09/07/24
Gaviota Azul,550,09/07/24
Langosta,380,09/07/24
Las Perlas,75,09/07/24
Marlin,520,09/07/24
Pez Volador,0,09/07/24
Tortugas,220,09/07/24
Ballenas,480,10/07/24
Caracol,0,10/07/24
Chac-Mool,177,10/07/24
Del Niño,280,10/07/24
Delfines,1200,10/07/24
Gaviota Azul,1880,10/07/24
Langosta,50,10/07/24
Las Perlas,99,10/07/24
Marlin,400,10/07/24
Pez Volador,0,10/07/24
Tortugas,400,10/07/24
Ballenas,380,11/07/24
Caracol,0,11/07/24
Chac-Mool,210,11/07/24
Del Niño,240,11/07/24
Delfines,1600,11/07/24
Gaviota Azul,1180,11/07/24
Langosta,300,11/07/24
Las Perlas,179,11/07/24
Marlin,1300,11/07/24
Pez Volador,0,11/07/24
Tortugas,600,11/07/24
Ballenas,190,12/07/24
Caracol,0,12/07/24
Chac-Mool,350,12/07/24
Del Niño,650,12/07/24
Delfines,1900,12/07/24
Gaviota Azul,1690,12/07/24
Langosta,720,12/07/24
Las Perlas,200,12/07/24
Marlin,1180,12/07/24
Pez Volador,0,12/07/24
Tortugas,450,12/07/24
Ballenas,200,13/07/24
Caracol,1120,13/07/24
Chac-Mool,435,13/07/24
Del Niño,330,13/07/24
Delfines,1600,13/07/24
Gaviota Azul,2780,13/07/24
Langosta,600,13/07/24
Las Perlas,220,13/07/24
Marlin,800,13/07/24
Pez Volador,0,13/07/24
Tortugas,465,13/07/24
Ballenas,220,14/07/24
Caracol,490,14/07/24
Chac-Mool,1050,14/07/24
Del Niño,1700,14/07/24
Delfines,1700,14/07/24
Gaviota Azul,2850,14/07/24
Langosta,1365,14/07/24
Las Perlas,270,14/07/24
Marlin,2500,14/07/24
Pez Volador,0,14/07/24
Tortugas,840,14/07/24
Ballenas,50,15/07/24
Caracol,0,15/07/24
Chac-Mool,180,15/07/24
Del Niño,680,15/07/24
Delfines,1100,15/07/24
Gaviota Azul,470,15/07/24
Langosta,500,15/07/24
Las Perlas,100,15/07/24
Marlin,450,15/07/24
Pez Volador,0,15/07/24
Tortugas,0,15/07/24
Ballenas,60,16/07/24
Caracol,0,16/07/24
Chac-Mool,450,16/07/24
Del Niño,445,16/07/24
Delfines,1000,16/07/24
Gaviota Azul,750,16/07/24
Langosta,570,16/07/24
Las Perlas,100,16/07/24
Marlin,500,16/07/24
Pez Volador,0,16/07/24
Tortugas,0,16/07/24
Ballenas,70,17/07/24
Caracol,0,17/07/24
Chac-Mool,300,17/07/24
Del Niño,450,17/07/24
Delfines,3000,17/07/24
Gaviota Azul,1200,17/07/24
Langosta,420,17/07/24
Las Perlas,200,17/07/24
Marlin,600,17/07/24
Pez Volador,0,17/07/24
Tortugas,1040,17/07/24
Ballenas,210,18/07/24
Caracol,0,18/07/24
Chac-Mool,180,18/07/24
Del Niño,525,18/07/24
Delfines,920,18/07/24
Gaviota Azul,810,18/07/24
Langosta,650,18/07/24
Las Perlas,230,18/07/24
Marlin,400,18/07/24
Pez Volador,0,18/07/24
Tortugas,650,18/07/24
Ballenas,80,19/07/24
Caracol,0,19/07/24
Chac-Mool,400,19/07/24
Del Niño,320,19/07/24
Delfines,800,19/07/24
Gaviota Azul,1080,19/07/24
Langosta,385,19/07/24
Las Perlas,190,19/07/24
Marlin,1250,19/07/24
Pez Volador,0,19/07/24
Tortugas,0,19/07/24
Ballenas,280,20/07/24
Caracol,0,20/07/24
Chac-Mool,300,20/07/24
Del Niño,650,20/07/24
Delfines,1700,20/07/24
Gaviota Azul,1550,20/07/24
Langosta,460,20/07/24
Las Perlas,220,20/07/24
Marlin,1200,20/07/24
Pez Volador,0,20/07/24
Tortugas,700,20/07/24
Ballenas,490,21/07/24
Caracol,0,21/07/24
Chac-Mool,280,21/07/24
Del Niño,1000,21/07/24
Delfines,2100,21/07/24
Gaviota Azul,3050,21/07/24
Langosta,810,21/07/24
Las Perlas,290,21/07/24
Marlin,3200,21/07/24
Pez Volador,0,21/07/24
Tortugas,950,21/07/24
Ballenas,370,22/07/24
Caracol,0,22/07/24
Chac-Mool,400,22/07/24
Del Niño,490,22/07/24
Delfines,2450,22/07/24
Gaviota Azul,1100,22/07/24
Langosta,620,22/07/24
Las Perlas,220,22/07/24
Marlin,500,22/07/24
Pez Volador,0,22/07/24
Tortugas,0,22/07/24
Ballenas,420,23/07/24
Caracol,0,23/07/24
Chac-Mool,310,23/07/24
Del Niño,270,23/07/24
Delfines,2250,23/07/24
Gaviota Azul,2670,23/07/24
Langosta,450,23/07/24
Las Perlas,390,23/07/24
Marlin,1100,23/07/24
Pez Volador,0,23/07/24
Tortugas,400,23/07/24
Ballenas,330,24/07/24
Caracol,0,24/07/24
Chac-Mool,400,24/07/24
Del Niño,490,24/07/24
Delfines,1200,24/07/24
Gaviota Azul,1400,24/07/24
Langosta,475,24/07/24
Las Perlas,220,24/07/24
Marlin,900,24/07/24
Pez Volador,0,24/07/24
Tortugas,430,24/07/24
Ballenas,395,25/07/24
Caracol,0,25/07/24
Chac-Mool,250,25/07/24
Del Niño,605,25/07/24
Delfines,1850,25/07/24
Gaviota Azul,1750,25/07/24
Langosta,540,25/07/24
Las Perlas,220,25/07/24
Marlin,900,25/07/24
Pez Volador,0,25/07/24
Tortugas,1430,25/07/24
Ballenas,400,26/07/24
Caracol,0,26/07/24
Chac-Mool,510,26/07/24
Del Niño,500,26/07/24
Delfines,1750,26/07/24
Gaviota Azul,550,26/07/24
Langosta,400,26/07/24
Las Perlas,160,26/07/24
Marlin,400,26/07/24
Pez Volador,0,26/07/24
Tortugas,350,26/07/24
Ballenas,405,27/07/24
Caracol,0,27/07/24
Chac-Mool,400,27/07/24
Del Niño,700,27/07/24
Delfines,2400,27/07/24
Gaviota Azul,2690,27/07/24
Langosta,540,27/07/24
Las Perlas,210,27/07/24
Marlin,2000,27/07/24
Pez Volador,0,27/07/24
Tortugas,300,27/07/24
Ballenas,300,28/07/24
Caracol,0,28/07/24
Chac-Mool,450,28/07/24
Del Niño,920,28/07/24
Delfines,3400,28/07/24
Gaviota Azul,5500,28/07/24
Langosta,110,28/07/24
Las Perlas,350,28/07/24
Marlin,2700,28/07/24
Pez Volador,0,28/07/24
Tortugas,2150,28/07/24
Ballenas,380,01/08/24
Ballenas,220,01/08/24
Caracol,0,01/08/24
Caracol,700,01/08/24
Chac-Mool,300,01/08/24
Chac-Mool,900,01/08/24
Del Niño,350,01/08/24
Del Niño,800,01/08/24
Delfines,2200,01/08/24
Delfines,1800,01/08/24
Gaviota Azul,800,01/08/24
Gaviota Azul,4300,01/08/24
Langosta,460,01/08/24
Langosta,400,01/08/24
Las Perlas,165,01/08/24
Las Perlas,160,01/08/24
Marlin,800,01/08/24
Marlin,655,01/08/24
Pez Volador,0,01/08/24
Pez Volador,0,01/08/24
Tortugas,890,01/08/24
Tortugas,1800,01/08/24
Ballenas,190,02/08/24
Caracol,600,02/08/24
Chac-Mool,450,02/08/24
Del Niño,300,02/08/24
Delfines,1300,02/08/24
Gaviota Azul,1550,02/08/24
Langosta,330,02/08/24
Las Perlas,290,02/08/24
Marlin,450,02/08/24
Pez Volador,0,02/08/24
Tortugas,290,02/08/24
Ballenas,188,03/08/24
Caracol,410,03/08/24
Chac-Mool,840,03/08/24
Del Niño,1170,03/08/24
Delfines,2000,03/08/24
Gaviota Azul,2900,03/08/24
Langosta,650,03/08/24
Las Perlas,370,03/08/24
Marlin,900,03/08/24
Pez Volador,0,03/08/24
Tortugas,300,03/08/24
Ballenas,230,04/08/24
Caracol,400,04/08/24
Chac-Mool,1310,04/08/24
Del Niño,1200,04/08/24
Delfines,2000,04/08/24
Gaviota Azul,5850,04/08/24
Langosta,850,04/08/24
Las Perlas,400,04/08/24
Marlin,1100,04/08/24
Pez Volador,0,04/08/24
Tortugas,880,04/08/24
Ballenas,160,05/08/24
Caracol,0,05/08/24
Chac-Mool,250,05/08/24
Del Niño,460,05/08/24
Delfines,1900,05/08/24
Gaviota Azul,800,05/08/24
Langosta,860,05/08/24
Las Perlas,110,05/08/24
Marlin,600,05/08/24
Pez Volador,0,05/08/24
Tortugas,510,05/08/24
Ballenas,130,06/08/24
Caracol,0,06/08/24
Chac-Mool,380,06/08/24
Del Niño,380,06/08/24
Delfines,2760,06/08/24
Gaviota Azul,1550,06/08/24
Langosta,340,06/08/24
Las Perlas,105,06/08/24
Marlin,350,06/08/24
Pez Volador,0,06/08/24
Tortugas,450,06/08/24
Ballenas,120,07/08/24
Caracol,0,07/08/24
Chac-Mool,500,07/08/24
Del Niño,200,07/08/24
Delfines,1000,07/08/24
Gaviota Azul,1900,07/08/24
Langosta,300,07/08/24
Las Perlas,200,07/08/24
Marlin,800,07/08/24
Pez Volador,0,07/08/24
Tortugas,330,07/08/24
Ballenas,370,08/08/24
Caracol,0,08/08/24
Chac-Mool,200,08/08/24
Del Niño,500,08/08/24
Delfines,800,08/08/24
Gaviota Azul,2100,08/08/24
Langosta,430,08/08/24
Las Perlas,250,08/08/24
Marlin,850,08/08/24
Pez Volador,0,08/08/24
Tortugas,350,08/08/24
Ballenas,110,09/08/24
Caracol,240,09/08/24
Chac-Mool,42,09/08/24
Del Niño,680,09/08/24
Delfines,2500,09/08/24
Gaviota Azul,1700,09/08/24
Langosta,375,09/08/24
Las Perlas,125,09/08/24
Marlin,750,09/08/24
Pez Volador,0,09/08/24
Tortugas,460,09/08/24
Ballenas,118,10/08/24
Caracol,0,10/08/24
Chac-Mool,900,10/08/24
Del Niño,180,10/08/24
Delfines,1880,10/08/24
Gaviota Azul,1130,10/08/24
Langosta,650,10/08/24
Las Perlas,220,10/08/24
Marlin,300,10/08/24
Pez Volador,0,10/08/24
Tortugas,700,10/08/24
Ballenas,200,11/08/24
Caracol,1100,11/08/24
Chac-Mool,750,11/08/24
Del Niño,1500,11/08/24
Delfines,3600,11/08/24
Gaviota Azul,4500,11/08/24
Langosta,1140,11/08/24
Las Perlas,360,11/08/24
Marlin,1300,11/08/24
Pez Volador,0,11/08/24
Tortugas,2450,11/08/24
Ballenas,120,12/08/24
Caracol,190,12/08/24
Chac-Mool,650,12/08/24
Del Niño,250,12/08/24
Delfines,800,12/08/24
Gaviota Azul,1470,12/08/24
Langosta,470,12/08/24
Las Perlas,190,12/08/24
Marlin,600,12/08/24
Pez Volador,0,12/08/24
Tortugas,500,12/08/24
Ballenas,120,13/08/24
Caracol,330,13/08/24
Chac-Mool,480,13/08/24
Del Niño,450,13/08/24
Delfines,1900,13/08/24
Gaviota Azul,1400,13/08/24
Langosta,340,13/08/24
Las Perlas,100,13/08/24
Marlin,300,13/08/24
Pez Volador,0,13/08/24
Tortugas,200,13/08/24
Ballenas,110,14/08/24
Caracol,130,14/08/24
Chac-Mool,400,14/08/24
Del Niño,850,14/08/24
Delfines,2000,14/08/24
Gaviota Azul,2170,14/08/24
Langosta,340,14/08/24
Las Perlas,115,14/08/24
Marlin,230,14/08/24
Pez Volador,0,14/08/24
Tortugas,290,14/08/24
Ballenas,335,15/08/24
Caracol,0,15/08/24
Chac-Mool,350,15/08/24
Del Niño,1500,15/08/24
Delfines,1000,15/08/24
Gaviota Azul,1850,15/08/24
Langosta,280,15/08/24
Las Perlas,120,15/08/24
Marlin,700,15/08/24
Pez Volador,0,15/08/24
Tortugas,0,15/08/24
Ballenas,230,16/08/24
Caracol,0,16/08/24
Chac-Mool,1200,16/08/24
Del Niño,340,16/08/24
Delfines,1900,16/08/24
Gaviota Azul,2350,16/08/24
Langosta,500,16/08/24
Las Perlas,116,16/08/24
Marlin,300,16/08/24
Pez Volador,0,16/08/24
Tortugas,375,16/08/24
Ballenas,190,17/08/24
Caracol,405,17/08/24
Chac-Mool,220,17/08/24
Del Niño,950,17/08/24
Delfines,2100,17/08/24
Gaviota Azul,2550,17/08/24
Langosta,450,17/08/24
Las Perlas,265,17/08/24
Marlin,800,17/08/24
Pez Volador,0,17/08/24
Tortugas,1800,17/08/24
Ballenas,220,18/08/24
Caracol,450,18/08/24
Chac-Mool,370,18/08/24
Del Niño,1130,18/08/24
Delfines,5200,18/08/24
Gaviota Azul,1900,18/08/24
Langosta,750,18/08/24
Las Perlas,410,18/08/24
Marlin,1400,18/08/24
Pez Volador,0,18/08/24
Tortugas,4000,18/08/24
Ballenas,140,19/08/24
Caracol,0,19/08/24
Chac-Mool,230,19/08/24
Del Niño,340,19/08/24
Delfines,3000,19/08/24
Gaviota Azul,650,19/08/24
Langosta,450,19/08/24
Las Perlas,90,19/08/24
Marlin,1100,19/08/24
Pez Volador,0,19/08/24
Tortugas,350,19/08/24
Ballenas,130,20/08/24
Caracol,0,20/08/24
Chac-Mool,220,20/08/24
Del Niño,400,20/08/24
Delfines,750,20/08/24
Gaviota Azul,900,20/08/24
Langosta,350,20/08/24
Las Perlas,170,20/08/24
Marlin,500,20/08/24
Pez Volador,0,20/08/24
Tortugas,220,20/08/24
Ballenas,170,21/08/24
Caracol,280,21/08/24
Chac-Mool,190,21/08/24
Del Niño,350,21/08/24
Delfines,1100,21/08/24
Gaviota Azul,640,21/08/24
Langosta,385,21/08/24
Las Perlas,205,21/08/24
Marlin,370,21/08/24
Pez Volador,0,21/08/24
Tortugas,200,21/08/24
Ballenas,430,22/08/24
Caracol,0,22/08/24
Chac-Mool,230,22/08/24
Del Niño,520,22/08/24
Delfines,3400,22/08/24
Gaviota Azul,750,22/08/24
Langosta,240,22/08/24
Las Perlas,285,22/08/24
Marlin,320,22/08/24
Pez Volador,0,22/08/24
Tortugas,350,22/08/24
Ballenas,170,23/08/24
Caracol,215,23/08/24
Chac-Mool,400,23/08/24
Del Niño,535,23/08/24
Delfines,800,23/08/24
Gaviota Azul,2100,23/08/24
Langosta,390,23/08/24
Las Perlas,160,23/08/24
Marlin,650,23/08/24
Pez Volador,0,23/08/24
Tortugas,1000,23/08/24
Ballenas,180,24/08/24
Caracol,430,24/08/24
Chac-Mool,800,24/08/24
Del Niño,850,24/08/24
Delfines,1050,24/08/24
Gaviota Azul,4000,24/08/24
Langosta,420,24/08/24
Las Perlas,255,24/08/24
Marlin,500,24/08/24
Pez Volador,0,24/08/24
Tortugas,515,24/08/24
Ballenas,190,25/08/24
Caracol,950,25/08/24
Chac-Mool,840,25/08/24
Del Niño,1400,25/08/24
Delfines,2500,25/08/24
Gaviota Azul,2050,25/08/24
Langosta,530,25/08/24
Las Perlas,210,25/08/24
Marlin,1350,25/08/24
Pez Volador,0,25/08/24
Tortugas,680,25/08/24
Ballenas,75,26/08/24
Caracol,0,26/08/24
Chac-Mool,450,26/08/24
Del Niño,200,26/08/24
Delfines,650,26/08/24
Gaviota Azul,1450,26/08/24
Langosta,170,26/08/24
Las Perlas,75,26/08/24
Marlin,400,26/08/24
Pez Volador,0,26/08/24
Tortugas,600,26/08/24
Ballenas,110,27/08/24
Caracol,190,27/08/24
Chac-Mool,300,27/08/24
Del Niño,250,27/08/24
Delfines,1300,27/08/24
Gaviota Azul,860,27/08/24
Langosta,280,27/08/24
Las Perlas,65,27/08/24
Marlin,200,27/08/24
Pez Volador,0,27/08/24
Tortugas,390,27/08/24
Ballenas,128,28/08/24
Caracol,620,28/08/24
Chac-Mool,515,28/08/24
Del Niño,350,28/08/24
Delfines,750,28/08/24
Gaviota Azul,650,28/08/24
Langosta,95,28/08/24
Las Perlas,34,28/08/24
Marlin,170,28/08/24
Pez Volador,0,28/08/24
Tortugas,325,28/08/24
Ballenas,480,29/08/24
Ballenas,310,29/08/24
Caracol,0,29/08/24
Caracol,280,29/08/24
Chac-Mool,400,29/08/24
Chac-Mool,210,29/08/24
Del Niño,435,29/08/24
Del Niño,170,29/08/24
Delfines,2000,29/08/24
Delfines,650,29/08/24
Gaviota Azul,900,29/08/24
Gaviota Azul,760,29/08/24
Langosta,470,29/08/24
Langosta,200,29/08/24
Las Perlas,130,29/08/24
Las Perlas,70,29/08/24
Marlin,350,29/08/24
Marlin,170,29/08/24
Pez Volador,0,29/08/24
Pez Volador,0,29/08/24
Tortugas,0,29/08/24
Tortugas,135,29/08/24
Ballenas,160,30/08/24
Ballenas,115,30/08/24
Caracol,0,30/08/24
Caracol,465,30/08/24
Chac-Mool,750,30/08/24
Chac-Mool,100,30/08/24
Del Niño,850,30/08/24
Del Niño,160,30/08/24
Delfines,1200,30/08/24
Delfines,2900,30/08/24
Gaviota Azul,700,30/08/24
Gaviota Azul,800,30/08/24
Langosta,450,30/08/24
Langosta,370,30/08/24
Las Perlas,145,30/08/24
Las Perlas,120,30/08/24
Marlin,770,30/08/24
Marlin,500,30/08/24
Pez Volador,0,30/08/24
Pez Volador,0,30/08/24
Tortugas,540,30/08/24
Tortugas,215,30/08/24
Ballenas,123,31/08/24
Ballenas,130,31/08/24
Caracol,330,31/08/24
Caracol,600,31/08/24
Chac-Mool,380,31/08/24
Chac-Mool,700,31/08/24
Del Niño,560,31/08/24
Del Niño,640,31/08/24
Delfines,1000,31/08/24
Delfines,1200,31/08/24
Gaviota Azul,1650,31/08/24
Gaviota Azul,1900,31/08/24
Langosta,500,31/08/24
Langosta,290,31/08/24
Las Perlas,130,31/08/24
Las Perlas,60,31/08/24
Marlin,800,31/08/24
Marlin,465,31/08/24
Pez Volador,0,31/08/24
Pez Volador,0,31/08/24
Tortugas,490,31/08/24
Tortugas,850,31/08/24
Ballenas,95,02/09/24
Caracol,480,02/09/24
Chac-Mool,100,02/09/24
Del Niño,208,02/09/24
Delfines,570,02/09/24
Gaviota Azul,490,02/09/24
Langosta,95,02/09/24
Las Perlas,35,02/09/24
Marlin,270,02/09/24
Pez Volador,0,02/09/24
Tortugas,450,02/09/24
Ballenas,70,03/09/24
Caracol,200,03/09/24
Chac-Mool,110,03/09/24
Del Niño,190,03/09/24
Delfines,1000,03/09/24
Gaviota Azul,470,03/09/24
Langosta,130,03/09/24
Las Perlas,35,03/09/24
Marlin,300,03/09/24
Pez Volador,0,03/09/24
Tortugas,130,03/09/24
Ballenas,77,04/09/24
Caracol,350,04/09/24
Chac-Mool,180,04/09/24
Del Niño,225,04/09/24
Delfines,1250,04/09/24
Gaviota Azul,750,04/09/24
Langosta,275,04/09/24
Las Perlas,110,04/09/24
Marlin,180,04/09/24
Pez Volador,0,04/09/24
Tortugas,170,04/09/24
Ballenas,340,05/09/24
Caracol,520,05/09/24
Chac-Mool,200,05/09/24
Del Niño,205,05/09/24
Delfines,800,05/09/24
Gaviota Azul,750,05/09/24
Langosta,190,05/09/24
Las Perlas,43,05/09/24
Marlin,435,05/09/24
Pez Volador,0,05/09/24
Tortugas,340,05/09/24
Ballenas,87,06/09/24
Caracol,55,06/09/24
Chac-Mool,85,06/09/24
Del Niño,160,06/09/24
Delfines,950,06/09/24
Gaviota Azul,1050,06/09/24
Langosta,280,06/09/24
Las Perlas,50,06/09/24
Marlin,300,06/09/24
Pez Volador,0,06/09/24
Tortugas,300,06/09/24
Ballenas,100,07/09/24
Caracol,550,07/09/24
Chac-Mool,600,07/09/24
Del Niño,500,07/09/24
